tanggal,tn,tx,tavg,rh_avg,rr,ss,ddd_x,ddd_car,ff_x,ff_avg
2023-01-20,22.8,31.0,28.7,74,,0.0,300,NW,4,2
2023-01-21,23.8,28.4,24.3,96,21.0,1.5,290,SW,3,2
2023-01-22,23.4,30.2,27.3,83,21.9,0.0,280,W ,6,3
2023-01-23,23.4,29.4,27.3,83,,2.3,270,SW,5,2
2023-01-24,23.4,29.3,25.6,89,3.5,0.2,10,C ,4,2
2023-01-25,22.2,32.8,27.8,80,49.5,0.2,70,C ,6,2
2023-01-26,23.3,31.8,28.5,79,,4.6,20,E ,5,2
2023-01-27,23.0,31.6,28.4,79,4.0,4.1,280,W ,4,1
2023-01-28,23.2,33.4,28.7,78,7.7,2.5,250,C ,3,1
2023-01-29,22.8,33.6,29.8,73,0.5,3.4,60,NE,5,3
2023-01-30,22.4,33.2,29.5,75,10.0,7.4,40,NE,4,2
2023-01-31,23.2,31.3,28.2,82,0.0,5.8,90,C ,4,1
2023-02-01,23.2,32.6,28.4,80,,2.7,280,W ,3,2
2023-02-02,23.6,33.8,30.2,72,,5.6,10,C ,6,2
2023-02-03,23.4,33.8,30.0,73,0.0,4.3,320,C ,6,2
2023-02-04,23.4,32.6,28.9,77,1.0,8.8,50,NE,3,1
2023-02-05,24.2,30.2,26.8,89,,1.0,300,E ,3,1
2023-02-06,23.2,29.8,27.2,84,24.5,0.5,130,C ,3,1
2023-02-07,23.6,32.6,29.6,75,,0.5,280,NW,4,2
2023-02-08,24.6,30.2,27.9,83,,3.7,310,C ,4,2
2023-02-09,24.0,32.2,29.5,75,,0.8,30,NE,4,2
2023-02-10,24.2,33.4,28.8,81,11.3,3.5,50,C ,4,1
2023-02-11,24.4,31.2,29.1,76,4.8,3.3,280,C ,3,1
2023-02-12,24.3,32.8,29.6,76,0.0,0.8,50,W ,4,2
2023-02-13,23.6,32.8,28.4,81,2.1,6.2,300,C ,6,1
2023-02-14,23.0,31.0,28.7,77,32.8,5.1,300,NW,6,3
2023-02-15,23.2,32.0,28.8,77,0.0,3.0,270,NE,5,2
2023-02-16,22.8,34.2,30.0,71,0.4,3.4,50,NE,6,2
2023-02-17,23.0,34.2,30.6,69,,8.5,80,NE,4,2
2023-02-18,23.4,33.0,29.9,72,2.5,8.2,30,W ,6,2
2023-02-19,24.6,30.0,27.8,82,,7.4,280,W ,5,2
2023-02-20,23.2,33.0,29.8,74,4.0,3.3,340,C ,4,2
2023-02-21,23.8,32.2,29.6,76,0.0,6.3,40,NE,6,2
2023-02-22,24.6,32.6,29.1,78,,6.7,60,NE,3,2
2023-02-23,24.4,33.4,29.8,75,1.6,4.0,30,NE,6,2
2023-02-24,23.8,32.0,29.1,77,35.0,4.4,250,C ,3,1
2023-02-25,23.4,32.8,28.4,77,,4.1,250,S ,2,1
2023-02-26,22.0,32.4,28.2,80,,6.0,170,E ,3,2
2023-02-27,23.3,31.0,27.9,78,,5.0,230,SW,3,1
2023-02-28,23.2,31.8,28.0,79,8.4,2.7,50,W ,5,2
2023-03-01,23.2,27.2,24.7,94,34.8,3.1,270,C ,3,1
2023-03-02,23.1,31.9,28.3,79,16.2,0.0,160,C ,4,1
2023-03-03,22.6,32.8,28.1,77,13.0,3.2,260,W ,5,2
2023-03-04,22.6,32.2,29.0,73,0.5,3.6,250,W ,4,2
2023-03-05,,28.8,26.0,89,,8.0,245,SW,3,1
2023-03-06,22.6,32.6,29.4,70,9.2,0.0,300,NW,5,2
2023-03-07,23.2,32.6,29.6,72,0.0,9.5,280,NE,5,2
2023-03-08,24.4,31.7,29.0,76,0.0,6.7,60,NE,5,2
2023-03-09,24.6,32.2,27.8,82,1.2,5.3,40,S ,6,2
2023-03-10,23.6,33.6,29.3,77,0.5,1.9,40,S ,5,2
2023-03-11,23.0,32.4,28.3,82,38.5,6.2,50,C ,6,2
2023-03-12,23.0,33.8,30.0,74,20.6,5.0,30,NE,5,2
2023-03-13,24.6,32.4,28.7,80,2.0,7.6,10,N ,8,3
2023-03-14,24.2,32.4,29.2,72,,3.8,250,W ,4,2
2023-03-15,24.2,33.4,29.3,78,,0.6,320,E ,3,1
2023-03-16,24.4,32.4,29.0,80,17.0,2.4,30,C ,4,1
2023-03-17,23.0,34.6,30.4,73,,2.9,60,NE,4,2
2023-03-18,23.2,34.8,31.3,70,,7.4,110,E ,4,3
2023-03-19,24.8,34.8,31.0,74,,11.0,140,E ,3,1
2023-03-20,25.6,32.4,27.9,84,,4.2,310,W ,7,2
2023-03-21,24.1,31.2,28.1,85,50.7,3.3,50,C ,4,1
2023-03-22,23.6,35.2,30.9,72,0.5,2.0,70,NE,7,2
2023-03-23,23.8,34.2,30.6,74,0.0,7.8,290,N ,5,2
2023-03-24,23.6,32.6,29.4,78,19.6,5.9,20,C ,6,2
2023-03-25,23.6,34.2,29.2,76,0.2,2.5,140,C ,6,2
2023-03-26,24.0,33.2,29.8,76,2.6,5.2,40,W ,6,2
2023-03-27,24.1,32.7,30.2,75,0.2,5.6,30,NE,7,3
2023-03-28,25.0,31.0,28.1,81,0.0,3.7,250,C ,5,1
2023-03-29,23.4,34.2,30.8,74,1.0,2.4,20,C ,3,1
2023-03-30,23.3,34.4,30.9,71,,8.3,310,NW,4,2
2023-03-31,24.2,33.4,30.9,72,0.0,8.4,40,C ,3,1
2023-04-01,24.0,32.6,29.5,74,0.0,4.4,280,NW,3,2
2023-04-02,24.6,32.6,29.1,79,4.0,2.0,1,,270,N
2023-04-03,23.6,28.4,26.5,87,47.0,4.9,230,C,3,1
2023-04-04,23.2,34.3,30.6,71,1.8,0.0,350,N,5,2
2023-04-05,24.6,32.0,28.8,79,7.3,7.0,2,,280,W
2023-04-06,23.4,35.2,30.2,71,0.0,1.0,270,C,2,1
2023-04-07,23.3,34.8,30.9,72,0.0,6.7,30,NE,6,2
2023-04-08,23.6,33.6,30.0,74,8.3,6.8,250,C,4,1
2023-04-09,24.0,31.0,26.7,87,0.0,6.2,220,SW,2,1
2023-04-10,22.2,34.7,30.9,69,28.2,3.5,40,C,4,1
2023-04-11,23.6,33.4,29.8,78,0.0,9.4,50,C,3,1
2023-04-12,23.6,35.4,31.5,70,2.5,5.2,310,W,3,2
2023-04-13,25.7,33.6,30.5,78,0.0,9.9,150,C,5,2
2023-04-14,24.8,35.4,32.2,68,0.5,5.1,50,C,3,1
2023-04-15,24.6,36.5,32.4,69,0.0,8.6,320,NE,5,2
2023-04-16,25.2,35.4,32.1,69,8.6,6.0,3,,10,N
2023-04-17,24.8,35.9,31.8,70,0.0,7.6,30,W,5,2
2023-04-18,26.2,34.4,31.8,73,7.8,5.0,2,,30,NE
2023-04-19,25.2,35.3,29.9,79,26.0,5.7,20,C,4,1
2023-04-20,24.0,31.2,27.6,86,31.4,6.3,290,C,2,1
2023-04-21,23.6,33.4,30.4,76,5.8,0.3,50,NE,3,1
2023-04-22,24.2,34.2,30.7,77,3.0,105.0,NE,,2,
2023-04-23,25.2,35.0,30.2,76,5.1,6.0,2,,260,S
2023-04-24,24.4,35.0,28.6,81,2.5,5.0,250,W,4,2
2023-04-25,23.6,34.3,30.4,75,15.0,4.3,270,W,4,1
2023-04-26,25.2,33.2,29.4,81,5.1,2.0,1,,240,C
2023-04-27,24.7,32.6,29.2,82,8.5,4.0,280,C,3,1
2023-04-28,22.1,33.6,30.0,76,9.6,0.7,340,C,7,2
2023-04-29,24.8,34.8,30.4,77,4.9,5.0,2,,280,W
2023-04-30,25.4,32.4,29.6,82,9.0,5.8,335,W,6,2
2023-05-01,24.6,35.6,31.7,72,,3.8,110,E,6,3
2023-05-02,23.0,35.4,30.6,76,,8.0,90,E ,5,2
2023-05-03,25.0,33.1,30.4,77,0.7,4.8,120,C ,2,1
2023-05-04,25.4,34.4,30.3,78,0.0,3.4,40,C ,5,1
2023-05-05,24.6,34.0,31.3,73,0.0,4.5,360,C ,3,1
2023-05-06,25.2,32.8,29.7,81,32.5,1.8,230,W ,4,2
2023-05-07,25.4,35.4,31.1,75,2.0,3.1,60,C ,5,1
2023-05-08,25.4,34.4,32.0,70,1.5,5.2,240,W ,8,2
2023-05-09,26.4,35.4,32.4,63,0.0,5.7,230,SW,6,3
2023-05-10,25.2,34.3,31.5,72,,3.2,50,NE,4,2
2023-05-11,25.1,35.6,32.4,66,0.0,4.4,80,C ,4,2
2023-05-12,25.0,35.6,32.2,70,0.0,6.6,90,C ,4,1
2023-05-13,25.2,36.2,33.0,70,0.0,6.5,90,C ,4,2
2023-05-14,24.0,35.2,31.0,71,,7.6,100,E ,3,1
2023-05-15,24.4,32.0,29.2,82,0.0,4.2,280,W ,4,2
2023-05-16,25.2,36.2,32.2,71,0.0,1.7,60,C ,3,1
2023-05-17,24.8,35.4,31.2,73,2.0,8.0,150,W ,5,2
2023-05-18,23.6,33.0,29.8,78,16.7,7.0,280,W ,5,2
2023-05-19,23.6,32.6,29.0,81,5.1,1.7,20,C ,2,1
2023-05-20,23.8,35.8,32.0,72,10.5,1.5,40,N ,2,1
2023-05-21,24.0,33.6,29.8,79,33.5,9.3,288,C ,3,1
2023-05-22,23.9,32.3,29.7,80,,2.0,10,E ,4,2
2023-05-23,23.4,33.7,30.5,74,12.3,1.0,290,C ,4,1
2023-05-24,24.5,33.4,30.2,80,,5.4,280,NE,4,2
2023-05-25,24.2,35.4,30.5,77,5.5,2.0,60,C ,4,1
2023-05-26,24.2,33.4,30.3,75,3.8,6.4,40,E ,6,2
2023-05-27,24.0,34.6,30.9,73,18.9,3.1,60,NE,4,1
2023-05-28,25.2,34.8,30.1,77,11.1,8.8,50,NE,5,2
2023-05-29,23.8,36.2,32.1,68,3.5,5.9,150,C ,4,1
2023-05-30,23.8,35.9,31.3,69,,8.3,180,W ,8,3
2023-05-31,24.3,36.0,32.3,68,15.5,8.6,270,C ,2,1
2023-06-01,25.4,34.8,31.7,72,14.0,9.4,70,NE,3,1
2023-06-02,25.6,33.2,30.5,78,0.0,6.8,50,C ,3,1
2023-06-03,25.6,33.4,31.0,77,,1.3,40,NE,3,2
2023-06-04,24.6,33.3,29.5,81,14.5,1.8,60,NE,5,1
2023-06-05,25.0,35.0,30.9,74,0.0,2.6,260,C ,7,1
2023-06-06,24.0,35.0,28.1,86,36.1,7.9,340,C ,4,1
2023-06-07,24.1,33.1,30.7,76,49.5,2.0,30,C ,3,0
2023-06-08,24.8,34.0,31.0,72,,3.7,150,NE,3,2
2023-06-09,25.0,34.8,31.1,75,0.0,5.4,100,C ,3,1
2023-06-10,25.0,34.4,31.7,72,,3.7,90,NE,4,2
2023-06-11,25.4,34.9,29.4,80,,5.8,230,C ,8,2
2023-06-12,24.0,35.0,29.5,77,25.1,4.3,190,C ,16,2
2023-06-13,23.8,36.4,32.0,70,20.5,7.4,40,C ,5,2
2023-06-14,25.6,33.4,30.6,74,,9.9,60,C ,3,1
2023-06-15,24.8,35.9,32.2,68,,2.3,70,E ,3,2
2023-06-16,25.0,35.4,31.2,69,0.0,8.0,50,C ,5,1
2023-06-17,25.0,36.4,33.2,63,,3.4,250,C ,3,1
2023-06-18,25.4,33.4,30.0,75,0.0,9.6,50,C ,4,1
2023-06-19,25.0,34.8,31.8,69,4.5,2.0,50,NE,5,2
2023-06-20,24.9,35.3,31.9,69,0.0,9.0,70,NE,4,2
2023-06-21,25.7,34.0,30.6,74,0.0,8.6,70,C ,3,1
2023-06-22,25.4,32.6,28.4,86,0.0,2.2,110,C ,3,1
2023-06-23,22.3,31.8,27.2,87,17.2,1.3,60,C ,8,1
2023-06-24,24.7,33.3,30.1,76,50.2,0.4,220,C ,3,1
2023-06-25,24.6,33.6,29.9,77,2.0,5.0,30,NW,4,1
2023-06-26,24.8,32.2,30.0,77,0.0,3.5,60,C ,3,1
2023-06-27,24.8,33.7,29.7,78,0.0,1.6,40,C ,6,1
2023-06-28,24.7,33.6,29.2,80,0.0,3.2,60,C ,4,1
2023-06-29,24.4,34.0,30.0,76,21.8,3.6,335,SE,6,2
2023-06-30,24.3,33.9,28.8,81,1.0,5.3,80,S ,3,1
2023-07-01,23.9,33.2,29.7,75,106.0,4.6,240,SW,2,1
2023-07-02,25.2,34.8,30.6,75,,3.6,50,E ,3,2
2023-07-03,24.6,35.0,31.2,71,1.0,6.4,70,C ,3,2
2023-07-04,24.8,33.4,31.2,72,,7.5,10,NE,3,2
2023-07-05,25.4,33.2,30.2,76,0.0,4.8,264,C ,3,1
2023-07-06,25.6,34.4,30.9,74,,3.0,50,C ,3,1
2023-07-07,25.3,33.8,31.7,71,0.0,2.9,120,C ,3,1
2023-07-08,24.8,33.8,29.3,78,2.0,4.9,40,N ,5,2
2023-07-09,24.8,33.4,29.6,79,0.8,2.7,60,C ,3,1
2023-07-10,24.7,32.6,29.0,81,0.4,3.6,330,C ,4,1
2023-07-11,24.2,31.4,27.9,86,55.5,2.2,100,C ,6,1
2023-07-12,24.2,31.3,29.2,79,46.3,0.9,60,NE,3,2
2023-07-13,24.2,33.6,30.0,76,0.4,0.7,150,C ,4,1
2023-07-14,24.4,28.8,26.2,90,10.0,6.3,150,C ,3,1
2023-07-15,21.6,35.6,30.8,66,0.8,0.0,290,NE,3,1
2023-07-16,21.8,34.4,31.4,69,,10.0,60,E ,5,2
2023-07-17,23.8,33.9,31.1,74,0.0,8.3,60,C ,3,1
2023-07-18,25.0,33.2,30.3,79,18.0,3.9,60,C ,3,1
2023-07-19,24.3,30.4,27.9,88,38.0,1.6,190,C ,1,0
2023-07-20,24.4,32.8,29.5,81,,0.0,70,E ,7,2
2023-07-21,24.8,35.0,31.4,72,0.4,0.8,190,C ,3,1
2023-07-22,24.6,35.2,30.5,77,4.0,6.9,290,C ,2,1
2023-07-23,24.4,35.2,30.3,77,0.0,7.0,100,C ,2,1
2023-07-24,25.0,35.4,32.0,68,,3.8,50,NE,5,2
2023-07-25,24.9,36.0,32.0,67,0.0,9.4,260,C ,6,2
2023-07-26,25.8,35.6,31.6,73,0.0,9.0,210,C ,2,1
2023-07-27,25.4,35.3,31.4,74,3.9,6.2,60,NE,4,2
2023-07-28,24.9,35.4,31.9,69,2.0,5.1,50,NE,5,2
2023-07-29,25.0,35.8,31.7,71,0.0,7.3,60,C ,4,1
2023-07-30,25.4,35.0,30.0,78,4.5,7.3,170,C ,3,1
2023-07-31,25.4,33.0,29.4,80,8.8,6.0,110,C ,5,1
2023-08-01,25.0,31.7,28.9,84,,2.9,200,C ,3,1
2023-08-02,26.0,34.6,31.7,71,,0.5,180,C ,6,2
2023-08-03,25.0,34.5,31.2,72,1.2,6.7,40,C ,6,2
2023-08-04,24.7,,29.8,78,28.6,5.1,270,W ,2,1
2023-08-05,25.6,34.0,28.9,82,47.0,5.0,280,C ,5,1
2023-08-06,24.8,34.4,29.5,80,36.0,2.3,280,SW,4,2
2023-08-07,23.0,33.4,29.2,78,54.7,5.2,240,SW,4,2
2023-08-08,23.5,34.0,29.0,80,0.0,5.3,180,C ,2,1
2023-08-09,24.0,32.4,28.7,82,47.0,3.6,80,C ,3,2
2023-08-10,24.2,32.0,28.5,85,8.4,4.5,60,NE,5,2
2023-08-11,24.5,33.3,29.0,79,4.5,1.6,50,NE,5,2
2023-08-12,23.7,34.6,30.2,76,11.0,4.3,210,NE,3,2
2023-08-13,23.2,32.4,29.2,81,41.5,5.5,40,C ,3,1
2023-08-14,24.1,29.0,26.5,90,74.2,1.3,110,C ,2,1
2023-08-15,24.1,33.8,29.8,78,0.8,0.0,40,NE,6,3
2023-08-16,23.8,32.8,29.5,79,43.4,4.7,40,C ,4,1
2023-08-17,24.2,31.8,28.5,83,3.0,2.8,90,E ,3,1
2023-08-18,24.4,32.7,29.6,77,2.0,1.1,50,NE,2,1
2023-08-19,24.0,34.0,29.7,76,19.0,1.8,270,NE,3,2
2023-08-20,24.0,33.6,30.1,76,0.2,4.7,250,C ,3,1
2023-08-21,24.0,32.8,29.3,79,,2.8,140,E ,8,2
2023-08-22,24.4,34.0,29.0,82,7.7,1.4,50,E ,4,2
2023-08-23,24.4,33.8,29.3,79,13.3,3.4,40,C ,7,3
2023-08-24,23.2,29.2,26.9,88,13.1,5.0,10,C ,3,0
2023-08-25,23.6,33.0,30.4,75,0.2,0.0,90,C ,3,1
2023-08-26,23.6,32.2,28.1,83,8.0,4.8,240,C ,4,1
2023-08-27,23.7,33.7,30.8,73,3.0,2.0,10,C ,5,1
2023-08-28,24.2,33.6,29.6,76,6.3,7.1,170,C ,6,2
2023-08-29,24.2,34.4,29.3,78,71.0,3.7,40,SW,5,2
2023-08-30,24.3,32.6,28.2,84,3.0,5.1,210,C ,3,1
2023-08-31,24.1,34.2,30.2,74,38.0,2.6,50,NE,4,2
2023-09-01,24.0,34.2,29.0,80,20.5,4.0,50,C ,5,1
2023-09-02,24.6,33.6,30.0,75,,2.5,200,NE,7,2
2023-09-03,24.2,34.2,29.3,81,56.7,2.8,170,C ,4,1
2023-09-04,24.0,29.4,27.9,83,116.8,3.3,280,C ,2,1
2023-09-05,24.2,30.4,27.2,88,1.0,0.0,220,N ,2,1
2023-09-06,24.0,31.4,28.4,82,11.6,0.2,100,E ,2,1
2023-09-07,24.1,34.7,31.2,70,,0.2,30,C ,5,2
2023-09-08,25.5,34.4,31.2,72,,6.2,10,C ,4,1
2023-09-09,24.3,34.4,31.1,72,,5.6,260,C ,4,2
2023-09-10,24.2,32.6,29.5,79,,3.9,50,NE,4,2
2023-09-11,24.7,35.0,30.7,76,0.0,1.5,70,S ,4,2
2023-09-12,24.8,34.4,30.8,73,0.9,5.2,170,E ,5,2
2023-09-13,23.9,35.4,30.4,78,7.4,2.7,140,C ,6,2
2023-09-14,24.0,33.0,28.1,84,28.9,6.0,220,W ,11,2
2023-09-15,23.5,32.3,29.6,81,72.5,4.3,40,NE,5,2
2023-09-16,23.7,33.4,29.8,78,75.0,1.7,120,E ,3,2
2023-09-17,,32.6,29.8,80,,3.8,115,C ,3,1
2023-09-18,24.4,33.0,27.6,85,9.0,1.7,320,C ,6,1
2023-09-19,23.9,34.0,28.9,82,64.8,2.1,60,C ,8,1
2023-09-20,24.6,29.0,27.0,91,6.8,4.0,290,C ,4,1
2023-09-21,23.9,29.6,27.5,85,4.6,0.4,320,C ,3,1
2023-09-22,24.0,33.2,28.3,81,5.0,0.0,280,C ,4,1
2023-09-23,24.2,33.1,29.0,81,1.5,0.4,160,W ,5,1
2023-09-24,24.6,33.0,29.4,80,,4.3,320,C ,6,2
2023-09-25,24.0,32.6,28.4,83,0.2,3.5,270,NE,6,2
2023-09-26,23.5,34.2,30.7,71,69.0,0.0,60,S ,6,2
2023-09-27,24.0,35.8,31.2,73,0.0,4.5,30,NE,4,2
2023-09-28,24.6,35.4,32.1,70,,7.5,90,E ,3,2
2023-09-29,24.8,34.3,28.3,82,0.0,6.9,30,C ,8,2
2023-09-30,24.0,34.4,30.6,75,45.8,2.4,50,C ,3,1
2023-10-01,24.1,35.1,30.6,74,0.0,4.6,50,NE,4,2
2023-10-02,24.2,34.0,30.0,78,1.2,6.6,300,C ,6,2
2023-10-03,24.4,35.0,29.8,77,7.8,4.8,270,C ,4,2
2023-10-04,24.6,33.0,29.8,79,29.8,5.0,130,C ,3,1
2023-10-05,24.0,33.6,29.8,77,36.6,4.0,60,NE,5,2
2023-10-06,24.4,34.5,29.4,79,,2.5,50,C ,5,2
2023-10-07,24.6,34.6,27.8,86,7.3,6.0,110,C ,2,0
2023-10-08,24.6,32.8,30.4,77,2.0,1.1,280,NE,4,1
2023-10-09,24.6,32.7,29.7,78,,4.2,170,W ,6,2
2023-10-10,25.6,32.3,29.9,80,3.0,4.8,40,C ,4,2
2023-10-11,24.7,33.2,28.8,83,33.1,0.4,50,C ,4,1
2023-10-12,24.2,30.3,28.1,85,8.0,2.3,290,W ,4,2
2023-10-13,24.8,32.8,29.9,78,,2.1,280,NE,4,1
2023-10-14,25.0,32.8,29.9,80,,3.9,200,NE,6,2
2023-10-15,24.3,32.4,29.9,78,19.3,1.9,350,C ,5,1
2023-10-16,24.4,32.5,28.6,81,,4.3,170,NE,4,2
2023-10-17,24.0,30.6,28.0,84,12.6,0.2,60,C ,3,1
2023-10-18,25.0,33.3,30.3,78,,0.4,50,NE,5,2
2023-10-19,24.2,31.4,28.7,82,23.3,5.5,40,C ,4,2
2023-10-20,24.2,30.8,29.0,81,1.6,2.4,290,C ,2,1
2023-10-21,25.0,32.0,28.5,83,,0.8,60,C ,1,1
2023-10-22,24.6,30.0,28.5,82,1.5,0.3,20,C ,5,1
2023-10-23,24.5,31.4,28.0,85,0.5,0.5,290,SW,3,1
2023-10-24,24.0,29.7,27.8,84,37.0,0.8,330,W ,3,1
2023-10-25,23.8,32.8,29.7,76,,1.4,290,C ,4,2
2023-10-26,24.6,33.9,29.2,76,0.0,5.6,50,C ,6,2
2023-10-27,24.5,33.4,29.5,76,1.4,5.2,10,W ,4,2
2023-10-28,24.0,31.6,28.4,81,,4.8,280,C ,3,1
2023-10-29,24.1,29.3,26.0,91,1.5,3.1,130,C ,3,1
2023-10-30,23.4,32.8,29.0,79,31.0,0.8,280,C ,3,1
2023-10-31,24.7,33.0,30.5,73,12.5,5.6,310,C ,2,1
2023-11-01,23.8,32.0,28.9,79,7.0,5.5,270,W ,4,2
2023-11-02,24.2,30.6,28.2,82,2.5,1.8,300,NW,5,3
2023-11-03,23.4,34.0,30.1,76,,0.9,330,NW,7,2
2023-11-04,24.9,31.0,28.5,82,0.5,6.2,320,C ,5,1
2023-11-05,25.0,32.4,28.8,82,1.2,0.0,270,C ,2,1
2023-11-06,24.0,34.1,29.8,76,0.5,4.2,270,W ,4,2
2023-11-07,24.8,31.0,28.1,83,0.0,4.6,290,C ,4,1
2023-11-08,24.6,32.2,29.3,78,,1.7,300,NW,5,2
2023-11-09,23.6,32.6,29.1,77,5.0,1.3,300,NW,4,2
2023-11-10,24.1,32.9,30.0,74,1.0,2.9,260,C ,3,1
2023-11-11,24.2,34.4,30.3,73,1.0,4.8,320,NW,6,2
2023-11-12,24.1,33.6,30.2,76,4.0,6.4,290,W ,5,2
2023-11-13,24.8,33.5,30.4,72,0.0,8.1,50,C ,6,1
2023-11-14,24.1,30.8,28.0,85,28.8,4.7,100,C ,3,1
2023-11-15,24.4,31.2,28.0,82,31.5,0.4,300,C ,4,2
2023-11-16,24.4,32.7,29.8,76,0.2,3.5,310,C ,5,2
2023-11-17,25.2,32.6,29.4,78,,3.4,270,C ,3,1
2023-11-18,25.0,32.1,29.3,80,,3.7,200,W ,4,2
2023-11-19,24.8,29.2,26.6,88,6.2,2.5,110,C ,2,0
2023-11-20,23.5,33.4,29.2,81,20.3,0.0,300,NW,4,2
2023-11-21,24.0,30.6,27.9,82,12.5,2.7,270,W ,4,2
2023-11-22,24.0,29.4,26.6,87,5.8,1.0,250,W ,3,2
2023-11-23,24.3,28.0,26.0,89,21.6,0.0,270,W ,5,2
2023-11-24,24.2,28.6,26.8,86,10.0,0.0,270,W ,3,1
2023-11-25,23.8,33.6,29.9,74,,0.0,280,NW,3,2
2023-11-26,24.6,31.3,28.5,80,0.0,5.6,310,NW,6,4
2023-11-27,24.4,32.8,29.7,73,0.0,2.0,360,NW,6,3
2023-11-28,23.6,34.4,29.6,75,28.1,7.2,50,C ,3,1
2023-11-29,24.0,32.4,28.6,82,0.9,5.6,50,NE,4,1
2023-11-30,24.0,33.2,29.5,81,1.8,2.4,300,C ,4,2
2023-12-01,25.2,32.3,28.9,80,0.2,2.3,295,W ,6,2
2023-12-02,23.4,28.4,26.3,90,2.9,2.4,220,SW,2,1
2023-12-03,24.0,32.4,27.7,83,3.8,0.0,160,C ,4,1
2023-12-04,24.0,32.8,29.5,77,8.2,2.5,20,C ,5,2
2023-12-05,24.0,32.8,29.3,79,,5.1,260,C ,3,1
2023-12-06,22.9,33.0,29.0,78,41.4,1.6,310,C ,2,0
2023-12-07,23.6,29.4,27.6,88,,2.5,340,C ,2,0
2023-12-08,23.9,31.4,29.1,79,0.3,0.2,300,W ,4,2
2023-12-09,24.2,31.7,29.8,77,,1.7,280,C ,3,1
2023-12-10,25.0,30.8,29.1,83,,2.1,330,NW,2,1
2023-12-11,23.9,32.6,29.6,77,0.0,0.6,270,C ,4,1
2023-12-12,24.0,32.6,29.2,76,,3.0,330,W ,4,2
2023-12-13,24.3,32.3,28.0,83,0.0,3.3,10,W ,5,2
2023-12-14,24.2,32.0,28.8,80,9.4,1.0,290,W ,6,2
2023-12-15,25.0,32.2,29.3,78,,2.6,290,NW,6,2
2023-12-16,25.2,32.4,29.7,80,,3.8,340,W ,4,2
2023-12-17,24.6,32.3,28.5,84,0.7,4.9,320,NW,5,2
2023-12-18,25.4,29.3,27.1,89,50.1,2.2,190,C ,2,1
2023-12-19,23.6,31.0,28.5,82,56.5,0.0,270,W ,4,2
2023-12-20,24.0,29.4,27.8,85,0.0,1.1,300,W ,4,2
2023-12-21,24.5,30.9,28.7,81,2.8,1.0,310,C ,5,2
2023-12-22,24.2,28.8,26.4,89,0.0,1.5,280,W ,5,2
2023-12-23,24.4,29.8,27.5,87,3.5,0.6,260,SW,3,1
2023-12-24,24.2,27.2,25.4,95,23.0,0.0,280,W ,3,2
2023-12-25,24.0,29.6,26.7,89,61.7,0.0,190,C ,5,1
2023-12-26,23.6,32.0,28.4,80,20.5,0.4,250,NE,4,2
2023-12-27,23.8,31.1,28.4,84,0.0,2.1,300,C ,4,1
2023-12-28,,30.4,28.6,84,3.0,2.7,300,W ,4,2
2023-12-29,23.7,29.2,27.0,91,9.6,2.6,290,W ,5,1
2023-12-30,24.4,31.1,27.7,87,9.2,0.6,350,C ,4,1
2023-12-31,24.6,32.6,29.3,80,19.7,1.0,290,C ,5,2
2024-01-01,25.0,32.4,29.0,79,0.0,3.8,70,C ,2,1
2024-01-02,24.8,31.7,29.6,79,0.0,0.6,270,W ,4,2
2024-01-03,25.4,30.0,28.5,82,,1.3,270,W ,3,1
2024-01-04,24.6,30.9,28.9,81,0.0,0.3,260,C ,3,1
2024-01-05,24.4,31.6,29.3,80,5.4,1.7,30,C ,4,1
2024-01-06,24.6,31.4,28.9,82,0.0,1.1,310,NW,5,2
2024-01-07,24.0,29.2,27.3,86,27.1,1.7,280,W ,4,1
2024-01-08,24.4,27.0,25.8,93,3.0,0.0,250,C ,3,1
2024-01-09,23.8,31.3,28.2,82,16.4,0.0,280,C ,5,2
2024-01-10,23.9,30.3,27.7,85,1.9,2.0,250,W ,4,2
2024-01-11,24.0,32.1,29.0,78,27.7,2.8,280,C ,4,2
2024-01-12,24.6,32.3,29.8,74,,3.5,300,N ,4,2
2024-01-13,23.4,32.9,29.1,75,0.0,3.5,40,C ,4,2
2024-01-14,23.6,32.6,29.2,77,0.0,5.3,290,W ,4,2
2024-01-15,23.4,32.3,28.9,76,,4.0,280,W ,4,1
2024-01-16,25.0,31.2,28.6,82,2.1,3.6,280,W ,4,1
2024-01-17,24.6,30.4,27.5,86,24.0,1.1,260,W ,4,2
2024-01-18,24.5,28.8,27.5,86,1.9,1.1,310,W ,4,2
2024-01-19,24.8,29.3,27.7,84,4.0,0.5,30,C ,5,1
2024-01-20,23.7,33.2,30.1,72,2.5,0.2,50,C ,5,2
2024-01-21,24.9,33.2,30.4,71,,5.6,330,NW,5,2
2024-01-22,22.7,34.1,30.0,66,,7.3,290,NW,4,2
2024-01-23,22.8,31.8,28.8,74,0.0,7.4,300,NW,6,2
2024-01-24,24.1,32.8,29.2,74,,2.5,360,C ,4,2
2024-01-25,24.1,34.2,29.8,72,4.8,3.5,100,E ,4,2
2024-01-26,24.0,33.8,30.2,71,16.0,5.7,90,E ,6,3
2024-01-27,24.0,33.0,29.1,76,,6.7,40,C ,6,2
2024-01-28,24.2,32.5,27.7,82,1.0,4.0,90,C ,7,2
