tanggal,curah_hujan,suhu_udara,kelembapan_udara
2021-12-18,32.4,26.3,96.0
2021-12-19,28.6,26.3,88.0
2021-12-20,0.2,28.5,77.0
2021-12-21,0.0,28.6,78.0
2021-12-22,0.0,28.1,80.0
2021-12-23,0.0,29.2,73.0
2021-12-24,0.0,29.4,71.0
2021-12-25,0.0,29.5,71.0
2021-12-26,0.0,29.6,73.0
2021-12-27,0.0,29.3,72.0
2021-12-28,0.0,29.6,70.0
2021-12-29,0.0,29.6,70.0
2021-12-30,0.0,29.4,74.0
2021-12-31,8.3,25.8,92.0
2022-01-01,12.9,25.8,90.0
2022-01-02,26.5,25.1,92.0
2022-01-03,6.5,28.0,79.0
2022-01-04,3.2,28.4,81.0
2022-01-05,21.1,28.5,74.0
2022-01-06,0.0,29.0,76.0
2022-01-07,0.0,30.0,70.0
2022-01-08,0.0,29.1,78.0
2022-01-09,1.4,28.4,79.0
2022-01-10,18.5,27.1,84.0
2022-01-11,3.5,29.3,72.0
2022-01-12,0.0,30.2,66.0
2022-01-13,0.0,29.0,75.0
2022-01-14,3.0,29.0,71.0
2022-01-15,0.0,29.6,69.0
2022-01-16,0.0,30.6,68.0
2022-01-17,0.0,29.6,73.0
2022-01-18,26.2,26.9,81.0
2022-01-19,0.1,29.0,70.0
2022-01-20,0.0,29.7,71.0
2022-01-21,0.5,29.8,68.0
2022-01-22,2.5,29.6,71.0
2022-01-23,0.0,28.8,77.0
2022-01-24,5.3,29.3,73.0
2022-01-25,12.5,27.9,81.0
2022-01-26,6.25,28.1,81.0
2022-01-27,0.0,30.2,72.0
2022-01-28,0.0,30.4,69.0
2022-01-29,0.0,30.1,74.0
2022-01-30,9.0,29.0,78.0
2022-01-31,18.0,29.1,75.0
2022-02-01,0.0,29.5,73.0
2022-02-02,0.0,29.6,72.0
2022-02-03,0.0,27.9,80.0
2022-02-04,15.5,29.0,76.0
2022-02-05,0.3,27.9,80.0
2022-02-06,12.0,29.3,75.0
2022-02-07,0.3,28.5,78.0
2022-02-08,0.0,28.1,80.0
2022-02-09,3.8,28.8,76.0
2022-02-10,1.1,26.0,88.0
2022-02-11,9.0,28.0,74.0
2022-02-12,1.5,28.7,77.0
2022-02-13,0.0,30.0,68.0
2022-02-14,11.45,29.7,74.0
2022-02-15,22.9,28.3,80.0
2022-02-16,21.6,29.0,78.0
2022-02-17,9.6,28.5,80.0
2022-02-18,5.1,31.5,67.0
2022-02-19,0.6,30.2,77.0
2022-02-20,0.0,28.7,77.0
2022-02-21,9.4,30.0,71.0
2022-02-22,4.7,29.8,74.0
2022-02-23,0.0,28.8,76.0
2022-02-24,2.5,26.4,88.0
2022-02-25,9.0,26.1,84.0
2022-02-26,5.3,26.5,86.0
2022-02-27,1.6,26.9,85.0
2022-02-28,1.5666666666666667,26.2,91.0
2022-03-01,1.5333333333333334,27.0,86.0
2022-03-02,1.5,29.5,75.0
2022-03-03,2.7333333333333334,29.5,76.0
2022-03-04,3.966666666666667,30.4,71.0
2022-03-05,5.2,28.7,76.0
2022-03-06,1.8,29.6,72.0
2022-03-07,0.0,29.4,76.0
2022-03-08,10.1,28.5,76.0
2022-03-09,6.7333333333333325,29.4,75.0
2022-03-10,3.3666666666666663,28.4,78.0
2022-03-11,0.0,29.8,73.0
2022-03-12,0.0,30.5,71.0
2022-03-13,0.0,29.7,75.0
2022-03-14,5.4,30.2,72.0
2022-03-15,0.0,29.9,75.0
2022-03-16,1.15,29.2,79.0
2022-03-17,2.3,28.5,81.0
2022-03-18,9.4,30.0,74.0
2022-03-19,0.0,32.0,63.0
2022-03-20,0.0,32.7,61.0
2022-03-21,0.0,29.7,78.0
2022-03-22,7.0,31.2,70.0
2022-03-23,14.0,30.6,73.0
2022-03-24,18.6,30.5,74.0
2022-03-25,0.0,30.1,75.0
2022-03-26,0.0,30.6,72.0
2022-03-27,1.7,29.6,71.0
2022-03-28,0.85,31.3,67.0
2022-03-29,0.0,30.8,69.0
2022-03-30,0.0,31.4,68.0
2022-03-31,0.0,29.6,73.0
2022-04-01,0.0,31.0,68.0
2022-04-02,0.0,30.0,71.0
2022-04-03,18.3,28.0,80.0
2022-04-04,18.0,29.5,71.0
2022-04-05,0.5,28.5,78.0
2022-04-06,1.5,28.2,80.0
2022-04-07,0.3,26.5,84.0
2022-04-08,0.0,29.1,74.0
2022-04-09,0.0,28.8,77.0
2022-04-10,0.0,30.8,68.0
2022-04-11,0.0,28.5,77.0
2022-04-12,24.0,30.0,73.0
2022-04-13,4.6,29.8,75.0
2022-04-14,3.2,31.4,67.0
2022-04-15,1.0,31.2,69.0
2022-04-16,0.0,31.3,69.0
2022-04-17,2.0,31.8,66.0
2022-04-18,0.0,29.2,77.0
2022-04-19,1.1,29.3,78.0
2022-04-20,24.8,29.0,77.0
2022-04-21,0.4,30.4,74.0
2022-04-22,0.0,30.4,76.0
2022-04-23,0.0,28.6,82.0
2022-04-24,0.4,31.5,69.0
2022-04-25,0.0,29.8,75.0
2022-04-26,16.4,29.6,76.0
2022-04-27,9.45,30.7,75.0
2022-04-28,2.5,30.6,76.0
2022-04-29,0.0,31.5,71.0
2022-04-30,0.0,30.0,76.0
2022-05-01,14.8,28.5,81.0
2022-05-02,13.4,29.7,74.0
2022-05-03,21.5,28.7,82.0
2022-05-04,0.0,30.2,78.0
2022-05-05,2.3,29.4,81.0
2022-05-06,8.5,30.7,73.0
2022-05-07,13.65,30.6,78.0
2022-05-08,18.8,30.2,79.0
2022-05-09,4.0,29.4,84.0
2022-05-10,0.0,31.7,74.0
2022-05-11,4.7,29.1,82.0
2022-05-12,1.9,30.4,70.0
2022-05-13,1.2666666666666666,31.1,74.0
2022-05-14,0.6333333333333333,31.8,71.0
2022-05-15,0.0,29.1,82.0
2022-05-16,6.3,28.0,86.0
2022-05-17,3.15,30.9,75.0
2022-05-18,0.0,31.7,68.0
2022-05-19,0.0,31.2,71.0
2022-05-20,0.0,31.3,71.0
2022-05-21,0.0,31.3,72.0
2022-05-22,3.8,29.7,75.0
2022-05-23,19.1,30.4,78.0
2022-05-24,3.3,30.0,78.0
2022-05-25,0.0,25.9,92.0
2022-05-26,3.5,29.6,72.0
2022-05-27,0.0,30.9,71.0
2022-05-28,8.6,30.9,70.0
2022-05-29,0.0,30.8,72.0
2022-05-30,1.9333333333333333,31.3,70.0
2022-05-31,3.8666666666666667,30.4,75.0
2022-06-01,5.8,29.7,78.0
2022-06-02,0.0,29.7,77.0
2022-06-03,0.0,31.4,67.0
2022-06-04,2.1,30.1,74.0
2022-06-05,2.7,29.1,75.0
2022-06-06,0.0,28.1,83.0
2022-06-07,0.5,28.4,80.0
2022-06-08,1.0,29.8,74.0
2022-06-09,0.0,30.2,75.0
2022-06-10,0.125,27.9,81.0
2022-06-11,0.25,30.4,67.0
2022-06-12,0.375,28.3,78.0
2022-06-13,0.5,30.3,72.0
2022-06-14,0.0,29.7,76.0
2022-06-15,14.1,29.2,80.0
2022-06-16,11.0,29.6,75.0
2022-06-17,8.75,27.6,84.0
2022-06-18,6.5,30.3,73.0
2022-06-19,3.4,29.2,74.0
2022-06-20,0.3,28.8,77.0
2022-06-21,0.0,28.7,79.0
2022-06-22,4.233333333333333,29.1,78.0
2022-06-23,8.466666666666667,27.8,82.0
2022-06-24,12.7,27.8,80.0
2022-06-25,0.0,30.1,72.0
2022-06-26,6.5,29.0,77.0
2022-06-27,0.0,29.3,80.0
2022-06-28,2.8,27.7,83.0
2022-06-29,2.8,30.7,70.0
2022-06-30,1.4,31.8,67.0
2022-07-01,0.0,31.9,64.0
2022-07-02,0.0,32.0,66.66666666666667
2022-07-03,0.0,32.5,69.33333333333333
2022-07-04,12.1,30.0,72.0
2022-07-05,1.4,29.9,79.0
2022-07-06,4.5,29.8,78.0
2022-07-07,4.0,31.3,71.0
2022-07-08,0.0,31.9,65.0
2022-07-09,0.0,32.6,65.5
2022-07-10,0.0,30.4,66.0
2022-07-11,0.0,30.2,71.0
2022-07-12,0.0,28.2,80.0
2022-07-13,2.6,30.2,74.0
2022-07-14,0.0,30.6,71.0
2022-07-15,10.0,30.6,69.0
2022-07-16,27.2,29.4,77.0
2022-07-17,0.0,31.3,72.0
2022-07-18,0.0,31.4,68.0
2022-07-19,0.0,28.4,83.0
2022-07-20,0.0,31.0,68.0
2022-07-21,15.1,30.2,71.0
2022-07-22,0.0,27.2,86.0
2022-07-23,8.6,29.3,76.0
2022-07-24,9.05,27.7,81.0
2022-07-25,9.5,28.0,81.0
2022-07-26,1.0,29.8,72.0
2022-07-27,8.3,28.9,74.0
2022-07-28,28.8,29.7,76.0
2022-07-29,16.0,31.0,67.0
2022-07-30,1.3,30.5,70.0
2022-07-31,0.0,31.0,70.0
2022-08-01,15.5,29.0,82.0
2022-08-02,10.899999999999999,28.1,83.0
2022-08-03,6.299999999999999,28.5,79.0
2022-08-04,1.7,27.6,81.0
2022-08-05,1.4,30.2,71.0
2022-08-06,14.5,30.1,70.0
2022-08-07,2.3,30.7,68.0
2022-08-08,1.15,31.5,61.0
2022-08-09,0.0,30.8,68.0
2022-08-10,1.0,31.3,69.0
2022-08-11,0.95,31.3,70.0
2022-08-12,0.9,31.4,70.0
2022-08-13,3.0,28.9,82.0
2022-08-14,1.5,30.6,71.0
2022-08-15,0.0,30.7,69.0
2022-08-16,0.5,29.1,74.0
2022-08-17,1.0,30.1,72.0
2022-08-18,1.1,26.8,84.0
2022-08-19,1.2,29.9,74.0
2022-08-20,7.0,28.8,76.0
2022-08-21,28.3,28.8,78.0
2022-08-22,14.65,29.7,72.0
2022-08-23,1.0,27.5,82.0
2022-08-24,2.5,29.2,76.0
2022-08-25,2.15,29.3,78.0
2022-08-26,1.8,29.6,75.0
2022-08-27,14.8,28.6,82.0
2022-08-28,27.8,28.2,79.0
2022-08-29,0.0,28.0,81.0
2022-08-30,0.7,28.6,78.0
2022-08-31,1.4,30.1,75.0
2022-09-01,7.0,27.4,86.0
2022-09-02,3.1,28.4,80.0
2022-09-03,8.55,29.5,73.0
2022-09-04,14.0,29.4,72.0
2022-09-05,0.0,30.0,71.0
2022-09-06,0.0,30.1,76.0
2022-09-07,30.1,29.7,68.0
2022-09-08,15.05,29.7,72.0
2022-09-09,0.0,30.6,69.0
2022-09-10,0.0,30.2,71.0
2022-09-11,3.0,27.4,82.0
2022-09-12,3.3666666666666667,30.3,68.0
2022-09-13,3.733333333333333,29.6,74.0
2022-09-14,4.1,28.0,79.0
2022-09-15,2.7333333333333334,28.4,77.0
2022-09-16,1.3666666666666667,30.7,66.0
2022-09-17,0.0,29.5,72.0
2022-09-18,19.8,27.5,79.0
2022-09-19,0.0,30.5,69.0
2022-09-20,0.0,27.8,82.0
2022-09-21,0.0,30.6,66.0
2022-09-22,0.0,29.0,74.0
2022-09-23,0.0,28.9,73.0
2022-09-24,12.9,28.5,81.0
2022-09-25,11.7,29.3,75.0
2022-09-26,19.3,29.3,76.0
2022-09-27,5.8,28.8,76.0
2022-09-28,33.2,29.2,75.0
2022-09-29,1.0,30.1,75.0
2022-09-30,28.5,28.3,81.0
2022-10-01,14.55,28.1,80.0
2022-10-02,0.6,28.3,82.0
2022-10-03,0.3,27.9,83.0
2022-10-04,30.0,28.3,78.0
2022-10-05,8.1,28.4,79.0
2022-10-06,1.9,29.2,77.0
2022-10-07,20.0,28.3,81.0
2022-10-08,6.5,28.8,79.0
2022-10-09,3.0,28.6,77.0
2022-10-10,1.65,28.9,76.0
2022-10-11,0.3,29.3,75.0
2022-10-12,1.0,28.8,74.0
2022-10-13,23.2,28.5,79.0
2022-10-14,2.0,28.1,78.0
2022-10-15,4.5,27.6,80.0
2022-10-16,29.4,29.3,76.0
2022-10-17,2.5,29.4,74.0
2022-10-18,3.3,30.4,72.0
2022-10-19,3.4,30.1,72.0
2022-10-20,3.5,30.0,76.0
2022-10-21,1.0,31.0,69.0
2022-10-22,18.0,26.8,87.0
2022-10-23,0.2,28.2,80.0
2022-10-24,1.7,28.0,84.0
2022-10-25,9.2,26.7,88.0
2022-10-26,6.3,26.8,88.0
2022-10-27,2.8,28.5,80.0
2022-10-28,1.0,28.3,82.0
2022-10-29,27.7,29.1,78.0
2022-10-30,18.5,27.6,86.0
2022-10-31,29.3,28.6,78.0
2022-11-01,0.0,29.3,76.0
2022-11-02,13.0,28.8,76.0
2022-11-03,4.1,28.2,82.0
2022-11-04,14.3,26.8,87.0
2022-11-05,4.2,28.7,81.0
2022-11-06,1.0,28.9,81.0
2022-11-07,16.0,28.3,83.0
2022-11-08,29.0,28.7,83.0
2022-11-09,3.0,27.6,88.0
2022-11-10,10.3,27.2,88.0
2022-11-11,8.8,26.7,87.0
2022-11-12,7.5,27.6,89.0
2022-11-13,10.175,26.7,89.0
2022-11-14,12.85,27.3,85.0
2022-11-15,15.524999999999999,28.7,80.0
2022-11-16,18.2,29.1,80.0
2022-11-17,9.1,27.7,82.0
2022-11-18,25.5,29.2,80.0
2022-11-19,14.5,28.7,79.0
2022-11-20,3.5,28.9,78.0
2022-11-21,2.35,29.1,79.0
2022-11-22,1.2,29.7,76.0
2022-11-23,2.45,29.9,79.0
2022-11-24,3.7,28.5,82.0
2022-11-25,2.25,29.4,74.0
2022-11-26,0.8,29.5,78.0
2022-11-27,2.0,28.6,82.0
2022-11-28,0.0,28.3,82.0
2022-11-29,2.0,29.2,76.0
2022-11-30,1.5,29.9,74.0
2022-12-01,0.0,26.4,87.0
2022-12-02,20.5,28.2,80.0
2022-12-03,0.7,25.7,89.0
2022-12-04,0.8,29.1,74.0
2022-12-05,2.0,28.3,82.0
2022-12-06,16.4,28.9,79.0
2022-12-07,0.0,28.3,81.0
2022-12-08,17.25,25.7,89.0
2022-12-09,34.5,25.1,95.0
2022-12-10,8.2,25.7,91.0
2022-12-11,34.2,26.3,94.0
2022-12-12,10.0,26.9,84.0
2022-12-13,1.0,26.8,89.0
2022-12-14,15.6,26.4,90.0
2022-12-15,8.7,28.0,82.0
2022-12-16,1.8,29.2,78.0
2022-12-17,0.0,28.2,82.0
2022-12-18,1.4666666666666668,26.6,86.0
2022-12-19,2.9333333333333336,28.5,80.0
2022-12-20,4.4,28.2,80.0
2022-12-21,4.0,27.5,85.0
2022-12-22,3.6,26.2,90.0
2022-12-23,3.2,29.5,73.0
2022-12-24,0.0,29.1,75.0
2022-12-25,0.6,28.4,76.0
2022-12-26,14.5,28.8,79.0
2022-12-27,0.3,24.9,94.0
2022-12-28,23.6,28.7,75.0
2022-12-29,10.5,27.7,82.0
2022-12-30,4.2,27.7,79.0
2022-12-31,26.0,27.4,76.0
2023-01-01,13.0,28.5,71.0
2023-01-02,0.0,29.1,71.0
2023-01-03,0.0,28.8,78.0
2023-01-04,23.3,28.6,78.0
2023-01-05,0.2,28.2,78.0
2023-01-06,0.44999999999999996,28.8,75.0
2023-01-07,0.7,28.0,78.0
2023-01-08,0.5,27.7,77.0
2023-01-09,0.3,29.3,69.0
2023-01-10,5.8,28.8,76.0
2023-01-11,11.3,27.7,83.0
2023-01-12,1.5,27.9,81.0
2023-01-13,8.1,28.5,79.0
2023-01-14,5.7333333333333325,28.5,80.0
2023-01-15,3.3666666666666663,29.4,74.0
2023-01-16,1.0,28.5,77.0
2023-01-17,0.6666666666666667,28.5,75.0
2023-01-18,0.33333333333333337,28.4,72.0
2023-01-19,0.0,27.6,80.0
2023-01-20,10.5,28.7,74.0
2023-01-21,21.0,28.0,96.0
2023-01-22,21.9,27.3,83.0
2023-01-23,12.7,27.3,83.0
2023-01-24,3.5,25.6,89.0
2023-01-25,3.6666666666666665,27.8,80.0
2023-01-26,3.8333333333333335,28.5,79.0
2023-01-27,4.0,28.4,79.0
2023-01-28,7.7,28.7,78.0
2023-01-29,0.5,29.8,73.0
2023-01-30,10.0,29.5,75.0
2023-01-31,0.0,28.2,82.0
2023-02-01,0.0,28.4,80.0
2023-02-02,0.0,30.2,72.0
2023-02-03,0.0,30.0,73.0
2023-02-04,1.0,28.9,77.0
2023-02-05,12.75,26.8,89.0
2023-02-06,24.5,27.2,84.0
2023-02-07,21.2,29.6,75.0
2023-02-08,17.9,27.9,83.0
2023-02-09,14.600000000000001,29.5,75.0
2023-02-10,11.3,28.8,81.0
2023-02-11,4.8,29.1,76.0
2023-02-12,0.0,29.6,76.0
2023-02-13,2.1,28.4,81.0
2023-02-14,32.8,28.7,77.0
2023-02-15,0.0,28.8,77.0
2023-02-16,0.4,30.0,71.0
2023-02-17,1.4500000000000002,30.6,69.0
2023-02-18,2.5,29.9,72.0
2023-02-19,3.25,27.8,82.0
2023-02-20,4.0,29.8,74.0
2023-02-21,0.0,29.6,76.0
2023-02-22,0.8,29.1,78.0
2023-02-23,1.6,29.8,75.0
2023-02-24,35.0,29.1,77.0
2023-02-25,28.35,28.4,77.0
2023-02-26,21.7,28.2,80.0
2023-02-27,15.049999999999997,27.9,78.0
2023-02-28,8.4,28.0,79.0
2023-03-01,34.8,24.7,94.0
2023-03-02,16.2,28.3,79.0
2023-03-03,13.0,28.1,77.0
2023-03-04,0.5,29.0,73.0
2023-03-05,4.85,26.0,89.0
2023-03-06,9.2,29.4,70.0
2023-03-07,0.0,29.6,72.0
2023-03-08,0.0,29.0,76.0
2023-03-09,1.2,27.8,82.0
2023-03-10,0.5,29.3,77.0
2023-03-11,10.55,28.3,82.0
2023-03-12,20.6,30.0,74.0
2023-03-13,2.0,28.7,80.0
2023-03-14,7.0,29.2,72.0
2023-03-15,12.0,29.3,78.0
2023-03-16,17.0,29.0,80.0
2023-03-17,14.25,30.4,73.0
2023-03-18,11.5,31.3,70.0
2023-03-19,8.75,31.0,74.0
2023-03-20,6.0,27.9,84.0
2023-03-21,3.25,28.1,85.0
2023-03-22,0.5,30.9,72.0
2023-03-23,0.0,30.6,74.0
2023-03-24,19.6,29.4,78.0
2023-03-25,0.2,29.2,76.0
2023-03-26,2.6,29.8,76.0
2023-03-27,0.2,30.2,75.0
2023-03-28,0.0,28.1,81.0
2023-03-29,1.0,30.8,74.0
2023-03-30,0.5,30.9,71.0
2023-03-31,0.0,30.9,72.0
2023-04-01,0.0,29.5,74.0
2023-04-02,0.6,29.1,79.0
2023-04-03,1.2,26.5,87.0
2023-04-04,1.8,30.6,71.0
2023-04-05,0.9,28.8,79.0
2023-04-06,0.0,30.2,71.0
2023-04-07,0.0,30.9,72.0
2023-04-08,8.3,30.0,74.0
2023-04-09,0.0,26.7,87.0
2023-04-10,28.2,30.9,69.0
2023-04-11,0.0,29.8,78.0
2023-04-12,2.5,31.5,70.0
2023-04-13,0.0,30.5,78.0
2023-04-14,0.5,32.2,68.0
2023-04-15,0.0,32.4,69.0
2023-04-16,0.0,32.1,69.0
2023-04-17,0.0,31.8,70.0
2023-04-18,13.0,31.8,73.0
2023-04-19,26.0,29.9,79.0
2023-04-20,31.4,27.6,86.0
2023-04-21,5.8,30.4,76.0
2023-04-22,4.7,30.7,77.0
2023-04-23,3.6,30.2,76.0
2023-04-24,2.5,28.6,81.0
2023-04-25,15.0,30.4,75.0
2023-04-26,11.75,29.4,81.0
2023-04-27,8.5,29.2,82.0
2023-04-28,9.6,30.0,76.0
2023-04-29,9.3,30.4,77.0
2023-04-30,9.0,29.6,82.0
2023-05-01,6.2333333333333325,31.7,72.0
2023-05-02,3.466666666666666,30.6,76.0
2023-05-03,0.7,30.4,77.0
2023-05-04,0.0,30.3,78.0
2023-05-05,0.0,31.3,73.0
2023-05-06,32.5,29.7,81.0
2023-05-07,2.0,31.1,75.0
2023-05-08,1.5,32.0,70.0
2023-05-09,0.0,32.4,63.0
2023-05-10,0.0,31.5,72.0
2023-05-11,0.0,32.4,66.0
2023-05-12,0.0,32.2,70.0
2023-05-13,0.0,31.6,70.0
2023-05-14,0.0,31.0,71.0
2023-05-15,0.0,29.2,82.0
2023-05-16,0.0,32.2,71.0
2023-05-17,2.0,31.2,73.0
2023-05-18,16.7,29.8,78.0
2023-05-19,5.1,29.0,81.0
2023-05-20,10.5,32.0,72.0
2023-05-21,33.5,29.8,79.0
2023-05-22,22.9,29.7,80.0
2023-05-23,12.3,30.5,74.0
2023-05-24,8.9,30.2,80.0
2023-05-25,5.5,30.5,77.0
2023-05-26,3.8,30.3,75.0
2023-05-27,18.9,30.9,73.0
2023-05-28,11.1,30.1,77.0
2023-05-29,3.5,32.1,68.0
2023-05-30,9.5,31.3,69.0
2023-05-31,15.5,32.3,68.0
2023-06-01,14.0,31.7,72.0
2023-06-02,0.0,30.5,78.0
2023-06-03,7.25,31.0,77.0
2023-06-04,14.5,29.5,81.0
2023-06-05,0.0,30.9,74.0
2023-06-06,36.1,28.1,86.0
2023-06-07,24.06666666666667,30.7,76.0
2023-06-08,12.033333333333335,31.0,72.0
2023-06-09,0.0,31.1,75.0
2023-06-10,8.366666666666667,31.7,72.0
2023-06-11,16.733333333333334,29.4,80.0
2023-06-12,25.1,29.5,77.0
2023-06-13,20.5,32.0,70.0
2023-06-14,13.666666666666668,30.6,74.0
2023-06-15,6.833333333333334,32.2,68.0
2023-06-16,0.0,31.2,69.0
2023-06-17,0.0,30.6,63.0
2023-06-18,0.0,30.0,75.0
2023-06-19,4.5,31.8,69.0
2023-06-20,0.0,31.9,69.0
2023-06-21,0.0,30.6,74.0
2023-06-22,0.0,28.4,86.0
2023-06-23,17.2,27.2,87.0
2023-06-24,9.6,30.1,76.0
2023-06-25,2.0,29.9,77.0
2023-06-26,0.0,30.0,77.0
2023-06-27,0.0,29.7,78.0
2023-06-28,0.0,29.2,80.0
2023-06-29,21.8,30.0,76.0
2023-06-30,1.0,28.8,81.0
2023-07-01,1.0,29.7,75.0
2023-07-02,1.0,30.6,75.0
2023-07-03,1.0,31.2,71.0
2023-07-04,0.5,31.2,72.0
2023-07-05,0.0,30.2,76.0
2023-07-06,0.0,30.9,74.0
2023-07-07,0.0,31.7,71.0
2023-07-08,2.0,29.3,78.0
2023-07-09,0.8,29.6,79.0
2023-07-10,0.4,29.0,81.0
2023-07-11,0.4,27.9,86.0
2023-07-12,0.4,29.2,79.0
2023-07-13,0.4,30.0,76.0
2023-07-14,10.0,26.2,90.0
2023-07-15,0.8,30.8,66.0
2023-07-16,0.4,31.4,69.0
2023-07-17,0.0,31.1,74.0
2023-07-18,18.0,30.3,79.0
2023-07-19,12.133333333333333,27.9,88.0
2023-07-20,6.266666666666666,29.5,81.0
2023-07-21,0.4,31.4,72.0
2023-07-22,4.0,30.5,77.0
2023-07-23,0.0,30.3,77.0
2023-07-24,0.0,32.0,68.0
2023-07-25,0.0,32.0,67.0
2023-07-26,0.0,31.6,73.0
2023-07-27,3.9,31.4,74.0
2023-07-28,2.0,31.9,69.0
2023-07-29,0.0,31.7,71.0
2023-07-30,4.5,30.0,78.0
2023-07-31,8.8,29.4,80.0
2023-08-01,6.2666666666666675,28.9,84.0
2023-08-02,3.7333333333333334,31.7,71.0
2023-08-03,1.2,31.2,72.0
2023-08-04,28.6,29.8,78.0
2023-08-05,32.3,28.9,82.0
2023-08-06,36.0,29.5,80.0
2023-08-07,18.0,29.2,78.0
2023-08-08,0.0,29.0,80.0
2023-08-09,4.2,28.7,82.0
2023-08-10,8.4,28.5,85.0
2023-08-11,4.5,29.0,79.0
2023-08-12,11.0,30.2,76.0
2023-08-13,7.6,29.2,81.0
2023-08-14,4.2,26.5,90.0
2023-08-15,0.8,29.8,78.0
2023-08-16,1.9000000000000001,29.5,79.0
2023-08-17,3.0,28.5,83.0
2023-08-18,2.0,29.6,77.0
2023-08-19,19.0,29.7,76.0
2023-08-20,0.2,30.1,76.0
2023-08-21,3.95,29.3,79.0
2023-08-22,7.7,29.0,82.0
2023-08-23,13.3,29.3,79.0
2023-08-24,13.1,26.9,88.0
2023-08-25,0.2,30.4,75.0
2023-08-26,8.0,28.1,83.0
2023-08-27,3.0,30.8,73.0
2023-08-28,6.3,29.6,76.0
2023-08-29,4.65,29.3,78.0
2023-08-30,3.0,28.2,84.0
2023-08-31,11.75,30.2,74.0
2023-09-01,20.5,29.0,80.0
2023-09-02,15.625,30.0,75.0
2023-09-03,10.75,29.3,81.0
2023-09-04,5.875,27.9,83.0
2023-09-05,1.0,27.2,88.0
2023-09-06,11.6,28.4,82.0
2023-09-07,9.28,31.2,70.0
2023-09-08,6.96,31.2,72.0
2023-09-09,4.640000000000001,31.1,72.0
2023-09-10,2.3200000000000003,29.5,79.0
2023-09-11,0.0,30.7,76.0
2023-09-12,0.9,30.8,73.0
2023-09-13,7.4,30.4,78.0
2023-09-14,28.9,28.1,84.0
2023-09-15,23.924999999999997,29.6,81.0
2023-09-16,18.95,29.8,78.0
2023-09-17,13.975,29.8,80.0
2023-09-18,9.0,27.6,85.0
2023-09-19,7.9,28.9,82.0
2023-09-20,6.8,27.0,91.0
2023-09-21,4.6,27.5,85.0
2023-09-22,5.0,28.3,81.0
2023-09-23,1.5,29.0,81.0
2023-09-24,0.85,29.4,80.0
2023-09-25,0.2,28.4,83.0
2023-09-26,0.1,30.7,71.0
2023-09-27,0.0,31.2,73.0
2023-09-28,0.0,32.1,70.0
2023-09-29,0.0,28.3,82.0
2023-09-30,0.0,30.6,75.0
2023-10-01,0.0,30.6,74.0
2023-10-02,1.2,30.0,78.0
2023-10-03,7.8,29.8,77.0
2023-10-04,29.8,29.8,79.0
2023-10-05,36.6,29.8,77.0
2023-10-06,21.950000000000003,29.4,79.0
2023-10-07,7.3,27.8,86.0
2023-10-08,2.0,30.4,77.0
2023-10-09,2.5,29.7,78.0
2023-10-10,3.0,29.9,80.0
2023-10-11,33.1,28.8,83.0
2023-10-12,8.0,28.1,85.0
2023-10-13,11.766666666666667,29.9,78.0
2023-10-14,15.533333333333335,29.9,80.0
2023-10-15,19.3,29.9,78.0
2023-10-16,15.95,28.6,81.0
2023-10-17,12.6,28.0,84.0
2023-10-18,17.95,30.3,78.0
2023-10-19,23.3,28.7,82.0
2023-10-20,1.6,29.0,81.0
2023-10-21,1.55,28.5,83.0
2023-10-22,1.5,28.5,82.0
2023-10-23,0.5,28.0,85.0
2023-10-24,37.0,27.8,84.0
2023-10-25,18.5,29.7,76.0
2023-10-26,0.0,29.2,76.0
2023-10-27,1.4,29.5,76.0
2023-10-28,1.45,28.4,81.0
2023-10-29,1.5,26.0,91.0
2023-10-30,31.0,29.0,79.0
2023-10-31,12.5,30.5,73.0
2023-11-01,7.0,28.9,79.0
2023-11-02,2.5,28.2,82.0
2023-11-03,1.5,30.1,76.0
2023-11-04,0.5,28.5,82.0
2023-11-05,1.2,28.8,82.0
2023-11-06,0.5,29.8,76.0
2023-11-07,0.0,28.1,83.0
2023-11-08,2.5,29.3,78.0
2023-11-09,5.0,29.1,77.0
2023-11-10,1.0,30.0,74.0
2023-11-11,1.0,30.3,73.0
2023-11-12,4.0,30.2,76.0
2023-11-13,0.0,30.4,72.0
2023-11-14,28.8,28.0,85.0
2023-11-15,31.5,28.0,82.0
2023-11-16,0.2,29.8,76.0
2023-11-17,2.2,29.4,78.0
2023-11-18,4.2,29.3,80.0
2023-11-19,6.2,26.6,88.0
2023-11-20,20.3,29.2,81.0
2023-11-21,12.5,27.9,82.0
2023-11-22,5.8,26.6,87.0
2023-11-23,21.6,26.0,89.0
2023-11-24,10.0,26.8,86.0
2023-11-25,5.0,29.9,74.0
2023-11-26,0.0,28.5,80.0
2023-11-27,0.0,29.7,73.0
2023-11-28,28.1,29.6,75.0
2023-11-29,0.9,28.6,82.0
2023-11-30,1.8,29.5,81.0
2023-12-01,0.2,28.9,80.0
2023-12-02,2.9,26.3,90.0
2023-12-03,3.8,27.7,83.0
2023-12-04,8.2,29.5,77.0
2023-12-05,6.225,29.3,79.0
2023-12-06,4.25,29.0,78.0
2023-12-07,2.2749999999999995,27.6,88.0
2023-12-08,0.3,29.1,79.0
2023-12-09,0.2,29.8,77.0
